bean type;broad bean origin;year;cacao percentage;company location;company;Number of Records;reference;rating;review year;specific bean origin
;Venezuela;1-1-2012 00:00:00;1;U.S.A.;Noir d' Ebine;1;837;3;2012;Venezuela
;Ecuador;1-1-2012 00:00:00;1;U.S.A.;Noir d' Ebine;1;841;3;2012;Ecuador
;Nicaragua;1-1-2012 00:00:00;1;Nicaragua;Nova Monda;1;931;3;2012;La Patriota, cacao Indio, purple label
;Nicaragua;1-1-2012 00:00:00;1;Niacragua;Nova Monda;1;935;2,75;2012;La Dalia, Matagalpa,cacao Bisesto,green label
Forastero (Nacional);Ecuador;1-1-2012 00:00:00;1;Nicaragua;Nova Monda;1;935;3,25;2012;Punta Galera, cacao Nacional, gold label
Forastero;Ghana;1-1-2015 00:00:00;1;U.S.A.;Nuance;1;1454;3,75;2015;Ghana, 2013
Trinitario;Ecuador;1-1-2015 00:00:00;1;U.S.A.;Nuance;1;1458;2,75;2015;Ecuador, 2013
Criollo;Venezuela;1-1-2015 00:00:00;1;U.S.A.;Nuance;1;1458;3;2015;Canoabo, 2013
Trinitario;Madagascar;1-1-2015 00:00:00;1;U.S.A.;Nuance;1;1458;3,5;2015;Sambirano Valley, 2012
;Dominican Republic;1-1-2015 00:00:00;1;U.S.A.;Nuance;1;1470;3,75;2015;La Red
Trinitario (Scavina);Brazil;1-1-2016 00:00:00;1;Brazil;Nugali;1;1876;3,5;2016;Fazenda Leolinda
Trinitario;Jamaica;1-1-2010 00:00:00;1;U.S.A.;Oakland Chocolate Co.;1;478;2,5;2010;Jamaica
Criollo;Peru;1-1-2015 00:00:00;1;Chile;Obolo;1;1638;3,75;2015;Pangoa
Criollo;Peru;1-1-2015 00:00:00;1;Chile;Obolo;1;1638;3,75;2015;Pangoa, w/ nibs
Forastero;Congo;1-1-2015 00:00:00;1;Scotland;Ocelot;1;1558;3,75;2015;Virunga
Criollo;Peru;1-1-2015 00:00:00;1;Scotland;Ocelot;1;1558;4;2015;Piura
;Samoa;1-1-2016 00:00:00;1;New Zealand;Ocho;1;1760;2,75;2016;Sang Yum Coop
;Samoa;1-1-2016 00:00:00;1;New Zealand;Ocho;1;1760;3,5;2016;Sang Yum Coop
;Papua New Guinea;1-1-2014 00:00:00;1;New Zealand;Ocho;1;1411;2,75;2014;PNG, Devotion
;Papua New Guinea;1-1-2014 00:00:00;1;New Zealand;Ocho;1;1411;3;2014;PNG, Revolution
;Papua New Guinea;1-1-2014 00:00:00;1;New Zealand;Ocho;1;1411;3,25;2014;PNG, Voodoo
;Papua New Guinea;1-1-2014 00:00:00;1;New Zealand;Ocho;1;1411;3,5;2014;PNG, Nib Bar
Trinitario;Trinidad;1-1-2015 00:00:00;1;U.S.A.;Ohiyo;1;1594;2,75;2015;San Juan Estate, Gran Couva
;Tanzania;1-1-2015 00:00:00;1;U.S.A.;Ohiyo;1;1598;3;2015;Tanzania
Criollo;Bolivia;1-1-2011 00:00:00;1;Germany;Oialla by Bojessen (Malmo);1;761;3,5;2011;Sylvestre, Oialla
;Dominican Republic;1-1-2010 00:00:00;1;U.S.A.;Olive and Sinclair;1;486;3;2010;Dominican Republic prototype
Forastero;Ghana;1-1-2010 00:00:00;1;U.S.A.;Olive and Sinclair;1;486;3;2010;Ghana prototype
;Ghana, Domin. Rep;1-1-2009 00:00:00;1;U.S.A.;Olive and Sinclair;1;457;2,75;2009;Dark 67
;Ghana, Domin. Rep;1-1-2009 00:00:00;1;U.S.A.;Olive and Sinclair;1;457;3;2009;Dark 75
;Carribean;1-1-2011 00:00:00;1;Canada;Olivia;1;688;2;2011;Carribean-Raw
;Carribean;1-1-2011 00:00:00;1;Canada;Olivia;1;688;2,75;2011;Carribean
;Carribean;1-1-2011 00:00:00;1;Canada;Olivia;1;688;2,75;2011;Carribean
;Carribean;1-1-2011 00:00:00;1;Canada;Olivia;1;688;3;2011;Carribean-Raw
Forastero;Ghana;1-1-2011 00:00:00;1;Ghana;Omanhene;1;693;2,75;2011;Ghana
Trinitario;Tanzania;1-1-2016 00:00:00;1;Iceland;Omnom;1;1816;3,75;2016;Kakao Kamili, Kilombero Valley
;Papua New Guinea;1-1-2014 00:00:00;1;Iceland;Omnom;1;1247;3;2014;Papua New Guinea
Trinitario;Madagascar;1-1-2014 00:00:00;1;Iceland;Omnom;1;1247;3,5;2014;Madagascar
Trinitario;Belize;1-1-2013 00:00:00;1;Canada;organicfair;1;1161;2,75;2013;Maya Mountain
;Dominican Republic;1-1-2013 00:00:00;1;Canada;organicfair;1;1165;2,75;2013;La Red
Trinitario;Nicaragua;1-1-2013 00:00:00;1;Canada;organicfair;1;1165;2,75;2013;Nicaraqua
;Dominican Republic;1-1-2013 00:00:00;1;Canada;organicfair;1;1165;3;2013;Caribe
Trinitario;Ecuador;1-1-2013 00:00:00;1;Canada;organicfair;1;1165;3;2013;Mindo
;Papua New Guinea;1-1-2014 00:00:00;1;Switzerland;Original Beans (Felchlin);1;1438;2,75;2014;Papua Kerafat
Blend;;1-1-2014 00:00:00;1;Switzerland;Original Beans (Felchlin);1;1442;3,25;2014;Grand Cru Blend No.1, 5 yr. Anniversary Ed
;Bolivia;1-1-2011 00:00:00;1;Switzerland;Original Beans (Felchlin);1;733;3,75;2011;Alto Beni, Wild Harvest, Itenez R. 24hr c.
Forastero;Congo;1-1-2009 00:00:00;1;Switzerland;Original Beans (Felchlin);1;331;3;2009;D.R. Congo, Cru Virunga
Criollo;Peru;1-1-2009 00:00:00;1;Switzerland;Original Beans (Felchlin);1;341;3;2009;"Piura, Apotequil, ""Porcelana"" 72hr c."
;Bolivia;1-1-2009 00:00:00;1;Switzerland;Original Beans (Felchlin);1;341;3,25;2009;Alto Beni, Wild Harvest, Itenez R., 60hr c.
Criollo;Hawaii;1-1-2009 00:00:00;1;U.S.A.;Original Hawaiin Chocolate Factory;1;316;3;2009;Hawai'i, Kona Grand Cru E.
;Hawaii;1-1-2006 00:00:00;1;U.S.A.;Original Hawaiin Chocolate Factory;1;24;3;2006;Hawai'i, Kona Estate Grown
;Peru;1-1-2012 00:00:00;1;Peru;Orquidea;1;859;3;2012;Peru
;Peru;1-1-2012 00:00:00;1;Peru;Orquidea;1;859;3;2012;Peru
;Colombia;1-1-2016 00:00:00;1;Ecuador;Pacari;1;1848;4;2016;Sierra Nevada, Tutu Iku
;Ecuador;1-1-2014 00:00:00;1;Ecuador;Pacari;1;1415;3,25;2014;Garaua
;Ecuador;1-1-2014 00:00:00;1;Ecuador;Pacari;1;1415;3,5;2014;Cumbia
;Ecuador;1-1-2014 00:00:00;1;Ecuador;Pacari;1;1415;3,75;2014;Montubia
;Ecuador;1-1-2014 00:00:00;1;Ecuador;Pacari;1;1415;4;2014;Tangara
;Ecuador;1-1-2012 00:00:00;1;Ecuador;Pacari;1;817;2,75;2012;Ecuador, raw
;Peru;1-1-2012 00:00:00;1;Ecuador;Pacari;1;863;4;2012;Piura
;Ecuador;1-1-2011 00:00:00;1;Ecuador;Pacari;1;721;3,5;2011;Nube- prototype
Forastero (Arriba);Ecuador;1-1-2008 00:00:00;1;Ecuador;Pacari;1;224;2,5;2008;Esmeraldas
Forastero (Arriba);Ecuador;1-1-2008 00:00:00;1;Ecuador;Pacari;1;224;2,75;2008;Manabi
Forastero (Arriba);Ecuador;1-1-2008 00:00:00;1;Ecuador;Pacari;1;224;3;2008;Los Rios
Forastero (Arriba);Ecuador;1-1-2008 00:00:00;1;Ecuador;Pacari;1;266;2;2008;Raw
Forastero (Arriba);Ecuador;1-1-2008 00:00:00;1;Ecuador;Pacari;1;266;3,5;2008;Raw
;Guatemala;1-1-2016 00:00:00;1;Canada;Palette de Bine;1;1720;2,75;2016;Lachua
Trinitario;Belize;1-1-2016 00:00:00;1;Canada;Palette de Bine;1;1720;3;2016;Maya Mtn
;Bolivia;1-1-2015 00:00:00;1;Canada;Palette de Bine;1;1570;3,25;2015;Silvestre, La Paz, Beni
Trinitario;Trinidad;1-1-2015 00:00:00;1;Canada;Palette de Bine;1;1570;3,25;2015;San Juan Estate, Gran Couva
;Tanzania;1-1-2015 00:00:00;1;Canada;Palette de Bine;1;1574;3,5;2015;Kokoa Kamili
Trinitario;Vietnam;1-1-2015 00:00:00;1;Canada;Palette de Bine;1;1574;3,75;2015;Lam Dong
;Bolivia;1-1-2014 00:00:00;1;Canada;Palette de Bine;1;1239;2,75;2014;Alto Beni, Palos Blancos
Trinitario;Madagascar;1-1-2014 00:00:00;1;Canada;Palette de Bine;1;1239;3,75;2014;Sambirano
;Ecuador;1-1-2014 00:00:00;1;Canada;Palette de Bine;1;1303;2,75;2014;Camino Verde P., Balao, Guayas
Blend;Trinidad, Ecuador;1-1-2014 00:00:00;1;Canada;Palette de Bine;1;1399;3,5;2014;Duo- Gran Couva & Camino Verde
Trinitario;Trinidad;1-1-2014 00:00:00;1;Canada;Palette de Bine;1;1399;3,75;2014;Gran Couva
;Fiji;1-1-2016 00:00:00;1;Spain;Pangea;1;1860;3;2016;Matasawalevu
;South America;1-1-2014 00:00:00;1;U.S.A.;Park 75;1;1363;3,5;2014;South America
;Tanzania;1-1-2016 00:00:00;1;U.S.A.;Parliament;1;1856;3,25;2016;Kilombero Valley
;Guatemala;1-1-2015 00:00:00;1;U.S.A.;Parliament;1;1542;3,5;2015;Lachua, Q'egchi families
;Bolivia;1-1-2014 00:00:00;1;U.S.A.;Parliament;1;1251;3;2014;Alto Beni
;Dominican Republic;1-1-2014 00:00:00;1;U.S.A.;Parliament;1;1255;3,5;2014;Oko Caribe
;Peru;1-1-2013 00:00:00;1;Peru;Pascha;1;1137;2,5;2013;Peru
;Peru;1-1-2013 00:00:00;1;Peru;Pascha;1;1137;2,75;2013;Peru
Blend;;1-1-2011 00:00:00;1;U.S.A.;Patric;1;636;3,75;2011;Signature Blend
Trinitario;Madagascar;1-1-2009 00:00:00;1;U.S.A.;Patric;1;331;4;2009;Madagascar
Trinitario;Madagascar;1-1-2009 00:00:00;1;U.S.A.;Patric;1;439;3,5;2009;Madagascar
Trinitario;Venezuela;1-1-2009 00:00:00;1;U.S.A.;Patric;1;439;3,5;2009;Rio Caribe, Paria Penninsula
Trinitario;Madagascar;1-1-2007 00:00:00;1;U.S.A.;Patric;1;196;4;2007;Madagascar
;Peru;1-1-2013 00:00:00;1;U.S.A.;Patric;1;1034;4;2013;Piura, Choc. Garage Exclusive
Trinitario;Madagascar;1-1-2014 00:00:00;1;U.K.;Paul Young;1;1271;2,25;2014;Madagascar, w/ shell
Trinitario;Madagascar;1-1-2014 00:00:00;1;U.K.;Paul Young;1;1271;2,75;2014;Madagascar, w/ shell
;Dominican Republic;1-1-2015 00:00:00;1;U.S.A.;Peppalo;1;1454;3;2015;Dominican Republic
Forastero;Cameroon;1-1-2015 00:00:00;1;Belgium;Pierre Marcolini;1;1658;3,25;2015;Haut Penja, w/ nibs
Criollo;Venezuela;1-1-2010 00:00:00;1;Belgium;Pierre Marcolini;1;478;3;2010;Chuao
Trinitario;Trinidad;1-1-2010 00:00:00;1;Belgium;Pierre Marcolini;1;478;3,25;2010;Trinite
Criollo, Forastero;Cuba;1-1-2010 00:00:00;1;Belgium;Pierre Marcolini;1;516;3,75;2010;Baracoa, Cuba
Criollo;Peru;1-1-2010 00:00:00;1;Belgium;Pierre Marcolini;1;531;3;2010;Peru, Las Pampas P.
Forastero;Brazil;1-1-2009 00:00:00;1;Belgium;Pierre Marcolini;1;414;3;2009;Bahia Brazil, Fazenda Sao Pedro
Criollo;Mexico;1-1-2009 00:00:00;1;Belgium;Pierre Marcolini;1;445;3;2009;Porcelana, Tabasco, Finca La Joya
Blend;Venezuela, Java;1-1-2007 00:00:00;1;Belgium;Pierre Marcolini;1;111;4;2007;Cabosse
Forastero (Nacional);Ecuador;1-1-2007 00:00:00;1;Belgium;Pierre Marcolini;1;129;3,75;2007;Los Rios, Puerto Romero, Equateur
Trinitario;Madagascar;1-1-2007 00:00:00;1;Belgium;Pierre Marcolini;1;141;4;2007;Sambirano, Ambanja, Madagascar
Blend;Venezuela/ Ghana;1-1-2007 00:00:00;1;Belgium;Pierre Marcolini;1;166;3,5;2007;Fleur de Cacao
Criollo;Mexico;1-1-2006 00:00:00;1;Belgium;Pierre Marcolini;1;81;4;2006;Porcelana, Tabasco, Limited Ed.
Criollo;Indonesia;1-1-2006 00:00:00;1;Belgium;Pierre Marcolini;1;93;3;2006;Kendem Lembu, Java
Criollo;Venezuela;1-1-2006 00:00:00;1;Belgium;Pierre Marcolini;1;93;4;2006;Ocumare, Puerto Cabello, Venezuela
;Honduras;1-1-2016 00:00:00;1;U.S.A.;Pinellas;1;1772;2,5;2016;Wampusirpi Region
;Nicaragua;1-1-2015 00:00:00;1;U.S.A.;Pitch Dark;1;1506;2,5;2015;Tenor
;Nicaragua;1-1-2015 00:00:00;1;U.S.A.;Pitch Dark;1;1506;2,75;2015;Johe
Criollo, Trinitario;Nicaragua;1-1-2015 00:00:00;1;U.S.A.;Pitch Dark;1;1510;2,75;2015;Chuno
Trinitario;Nicaragua;1-1-2015 00:00:00;1;U.S.A.;Pitch Dark;1;1510;2,75;2015;Nicalizo
;Nicaragua;1-1-2015 00:00:00;1;U.S.A.;Pitch Dark;1;1510;3,25;2015;Rugoso
Trinitario;Madagascar;1-1-2014 00:00:00;1;U.S.A.;Pitch Dark;1;1311;3,25;2014;Akesson Estate
Trinitario;Fiji;1-1-2014 00:00:00;1;U.S.A.;Pitch Dark;1;1315;2,5;2014;Namau Village
;Ecuador;1-1-2014 00:00:00;1;U.S.A.;Pitch Dark;1;1319;3,25;2014;"Camino Verde P., Balao, Guayas, ""Fruity"""
;Ecuador;1-1-2014 00:00:00;1;U.S.A.;Pitch Dark;1;1319;3,5;2014;"Camino Verde P., Balao, Guayas, ""Floral"""
;Dominican Republic;1-1-2012 00:00:00;1;U.S.A.;Pomm (aka Dead Dog);1;829;2,5;2012;La Red, 2011
Criollo;Peru;1-1-2012 00:00:00;1;U.S.A.;Pomm (aka Dead Dog);1;829;2,75;2012;Peru
;Domincan Republic;1-1-2016 00:00:00;1;U.S.A.;Potomac;1;1820;3,75;2016;Oko Caribe, Duarte Province, 2016 H.
;Venezuela;1-1-2014 00:00:00;1;U.S.A.;Potomac;1;1387;3,75;2014;Cuyagua, 2013
Matina;Costa Rica;1-1-2011 00:00:00;1;U.S.A.;Potomac;1;647;3,5;2011;Upala w/ nibs
Matina;Costa Rica;1-1-2011 00:00:00;1;U.S.A.;Potomac;1;654;3;2011;Upala, Batch 18
;Peru;1-1-2011 00:00:00;1;U.S.A.;Potomac;1;789;2,75;2011;San Martin, Amazonian Highlands
;Brazil;1-1-2011 00:00:00;1;U.S.A.;Potomac;1;789;3,5;2011;Bahia
Matina;Costa Rica;1-1-2010 00:00:00;1;U.S.A.;Potomac;1;607;3,75;2010;Upala, Batch 12
;Peru;1-1-2015 00:00:00;1;France;Pralus;1;1446;3,25;2015;Peru
Criollo (Porcelana);Venezuela;1-1-2011 00:00:00;1;France;Pralus;1;717;3,25;2011;Porcelana, S. of Lake Maracaibo
Trinitario;Venezuela;1-1-2010 00:00:00;1;France;Pralus;1;486;3,5;2010;Chuao
;Venezuela;1-1-2009 00:00:00;1;France;Pralus;1;451;2;2009;Cuyagua
Trinitario;Papua New Guinea;1-1-2008 00:00:00;1;France;Pralus;1;199;3;2008;Papouasie
Criollo;Madagascar;1-1-2008 00:00:00;1;France;Pralus;1;202;3;2008;Sambirano Valley, Le 100%
;Dominican Republic;1-1-2008 00:00:00;1;France;Pralus;1;280;2;2008;Dominican Republic-Organic
;Brazil;1-1-2008 00:00:00;1;France;Pralus;1;280;3,5;2008;Monte Alegre, Diego Badero
Forastero;Sao Tome;1-1-2007 00:00:00;1;France;Pralus;1;162;4;2007;Claudio Corallo w/ nibs
Forastero;Brazil;1-1-2006 00:00:00;1;France;Pralus;1;105;3;2006;Monte Alegre (Itacare), Brazil
Criollo;Tanzania;1-1-2006 00:00:00;1;France;Pralus;1;105;3,5;2006;Tanzania
Forastero;Sao Tome & Principe;1-1-2006 00:00:00;1;France;Pralus;1;5;3,5;2006;Sao Tome & Principe
Trinitario;Trinidad;1-1-2006 00:00:00;1;France;Pralus;1;5;3,5;2006;Trinidad
Criollo;Madagascar;1-1-2006 00:00:00;1;France;Pralus;1;5;3,75;2006;Madagascar, Nosy Be Isle.
Criollo;Indonesia;1-1-2006 00:00:00;1;France;Pralus;1;32;3,5;2006;Java, Indonesie
Trinitario;Venezuela;1-1-2006 00:00:00;1;France;Pralus;1;32;3,5;2006;Barlovento, Venezuela
Trinitario;Jamaica;1-1-2006 00:00:00;1;France;Pralus;1;32;4;2006;Jamaique
Trinitario;Ecuador;1-1-2006 00:00:00;1;France;Pralus;1;40;3;2006;Equateur
Trinitario;Vanuatu;1-1-2006 00:00:00;1;France;Pralus;1;40;3;2006;Vanuatu
Forastero;Ghana;1-1-2006 00:00:00;1;France;Pralus;1;40;3,25;2006;Ghana
Trinitario;Colombia;1-1-2006 00:00:00;1;France;Pralus;1;40;3,5;2006;Colombie
Criollo, Trinitario;Ecuador;1-1-2006 00:00:00;1;France;Pralus;1;93;4;2006;Fortissima
Trinitario;Cuba;1-1-2006 00:00:00;1;France;Pralus;1;99;3;2006;Cuba
Trinitario, Forastero;Venezuela, Ghana;1-1-2006 00:00:00;1;France;Pralus;1;99;3;2006;Caracas, Venezuela and Ghana
Criollo, Forastero;Indonesia, Ghana;1-1-2006 00:00:00;1;France;Pralus;1;99;3,5;2006;Djakarta, Java and Ghana
;Ecuador;1-1-2016 00:00:00;1;U.K.;Pump Street Bakery;1;1872;3,5;2016;Chocoan Rainforest, Teroro Escondido, ESM
Trinitario;Grenada;1-1-2015 00:00:00;1;U.K.;Pump Street Bakery;1;1502;3,5;2015;Crayfish Bay Estate, 2014
Criollo;Madagascar;1-1-2015 00:00:00;1;U.K.;Pump Street Bakery;1;1530;3,5;2015;Akesson's, batch 4411
;Honduras;1-1-2015 00:00:00;1;U.K.;Pump Street Bakery;1;1688;2,75;2015;Honduras
Trinitario;Venezuela;1-1-2014 00:00:00;1;U.K.;Pump Street Bakery;1;1223;2,75;2014;Patanemo Vil., Carabobo State, Tisano family
Forastero (Nacional);Ecuador;1-1-2014 00:00:00;1;U.K.;Pump Street Bakery;1;1223;3;2014;Guantupi River
Trinitario;Madagascar;1-1-2014 00:00:00;1;U.K.;Pump Street Bakery;1;1223;3,25;2014;Akessons Estate, Sambirano, Ambanja
Forastero (Nacional);Ecuador;1-1-2014 00:00:00;1;U.K.;Pump Street Bakery;1;1227;2,75;2014;Guantupi River
;Venezuela;1-1-2012 00:00:00;1;Italy;Pura Delizia;1;931;2,75;2012;Venezuela
;Brazil;1-1-2013 00:00:00;1;Brazil;Q Chocolate;1;1057;3,25;2013;Brazil
;Brazil;1-1-2013 00:00:00;1;Brazil;Q Chocolate;1;1057;3,5;2013;Brazil
;Brazil;1-1-2013 00:00:00;1;Brazil;Q Chocolate;1;1069;2,75;2013;Brazil
;Brazil;1-1-2013 00:00:00;1;Brazil;Q Chocolate;1;1069;3,25;2013;Brazil
;Brazil;1-1-2012 00:00:00;1;Brazil;Q Chocolate;1;935;3;2012;Brazil
;Brazil;1-1-2012 00:00:00;1;Brazil;Q Chocolate;1;935;3,25;2012;Brazil
Criollo;Mexico;1-1-2016 00:00:00;1;Mexico;Quetzalli (Wolter);1;1796;2,75;2016;Mexico, Lot 28022016
Trinitario;Mexico;1-1-2016 00:00:00;1;Mexico;Quetzalli (Wolter);1;1800;3;2016;Uranga, Lot 22032016
;Peru(SMartin,Pangoa,nacional);1-1-2016 00:00:00;1;U.S.A.;Raaka;1;1788;3;2016;Amazon Basin Blend
Forastero;Congo;1-1-2015 00:00:00;1;U.S.A.;Raaka;1;1708;2,75;2015;Virunga
Trinitario;Madagascar;1-1-2012 00:00:00;1;U.S.A.;Raaka;1;959;3,25;2012;Madagascar
;Dominican Republic;1-1-2011 00:00:00;1;U.S.A.;Raaka;1;785;3,5;2011;La Red
;Guatemala;1-1-2010 00:00:00;1;Guatemala;Rain Republic;1;470;2,75;2010;Suchitepequez E.
Forastero(Arriba, CCN);Ecuador;1-1-2010 00:00:00;1;Eucador;Rancho San Jacinto;1;565;3;2010;Ecuador
;Peru;1-1-2015 00:00:00;1;U.S.A.;Ranger;1;1558;2,5;2015;San Martin, Batch 2
;Peru;1-1-2015 00:00:00;1;U.S.A.;Ranger;1;1562;3,25;2015;Chulucanas, Batch 1
Criollo;Peru;1-1-2015 00:00:00;1;U.S.A.;Ranger;1;1562;3,5;2015;Tumbes, Batch 2
Criollo;Peru;1-1-2016 00:00:00;1;France;Raoul Boulanger;1;1872;3,25;2016;Piura
Criollo;;1-1-2012 00:00:00;1;Poland;Raw Cocoa;1;867;2,5;2012;Raw
;Ecuador;1-1-2010 00:00:00;1;Ecuador;Republica del Cacao (aka Confecta);1;494;3,25;2010;Esmeraldas
Forastero (Arriba);Ecuador;1-1-2009 00:00:00;1;Ecuador;Republica del Cacao (aka Confecta);1;439;2,5;2009;Los Rios, Vinces
Forastero (Arriba);Ecuador;1-1-2007 00:00:00;1;Ecuador;Republica del Cacao (aka Confecta);1;147;3;2007;Manabi
Forastero (Arriba);Ecuador;1-1-2007 00:00:00;1;Ecuador;Republica del Cacao (aka Confecta);1;147;3,5;2007;El Oro
Forastero (Arriba);Ecuador;1-1-2007 00:00:00;1;Ecuador;Republica del Cacao (aka Confecta);1;170;3,75;2007;Los Rios
;Ecuador;1-1-2016 00:00:00;1;U.S.A.;Ritual;1;1860;3,75;2016;Camino Verde P., Balao, 2015 harvest, batch8
;Ecuador;1-1-2015 00:00:00;1;U.S.A.;Ritual;1;1466;3,5;2015;Camino Verde P., Balao, Guayas, 2014
Blend;;1-1-2015 00:00:00;1;U.S.A.;Ritual;1;1466;3,5;2015;Mid Mountain, 2014
Trinitario;Belize;1-1-2013 00:00:00;1;U.S.A.;Ritual;1;1089;3,75;2013;Toledo District, Maya
Forastero (Nacional);Peru;1-1-2013 00:00:00;1;U.S.A.;Ritual;1;1181;3;2013;Maranon, Cajamarca
Trinitario;Madagascar;1-1-2012 00:00:00;1;U.S.A.;Ritual;1;891;4;2012;Sambirano
Nacional (Arriba);Ecuador;1-1-2012 00:00:00;1;U.S.A.;Ritual;1;967;3,25;2012;Camino Verde P., 2012, Balao, Guayas
Trinitario;Trinidad;1-1-2012 00:00:00;1;U.S.A.;Ritual;1;979;3,5;2012;Gran Couva
;Costa Rica;1-1-2011 00:00:00;1;U.S.A.;Ritual;1;745;3,5;2011;Costa Rica
;Costa Rica;1-1-2016 00:00:00;1;South Korea;Roasting Masters;1;1844;3,25;2016;La Dorado, light roast
;Costa Rica;1-1-2016 00:00:00;1;South Korea;Roasting Masters;1;1844;3,25;2016;Tapanti, light roast
;Costa Rica;1-1-2016 00:00:00;1;South Korea;Roasting Masters;1;1844;3,25;2016;Maleku
Trinitario;Madagascar;1-1-2013 00:00:00;1;Madagascar;Robert (aka Chocolaterie Robert);1;1061;3,25;2013;Madagascar
Trinitario;Madagascar;1-1-2013 00:00:00;1;Madagascar;Robert (aka Chocolaterie Robert);1;1061;3,25;2013;Madagascar w/ nibs
Trinitario;Grenada;1-1-2012 00:00:00;1;U.K.;Rococo (Grenada Chocolate Co.);1;923;3,5;2012;Gru Grococo, St. Andrews
;Honduras;1-1-2016 00:00:00;1;U.S.A.;Rogue;1;1748;3,75;2016;La Masica, Batch 1, FHIA Research Center
;Venezuela;1-1-2015 00:00:00;1;U.S.A.;Rogue;1;1446;3,75;2015;Caranero, Choc. Garage Exclusive
;Bolivia;1-1-2015 00:00:00;1;U.S.A.;Rogue;1;1566;3,25;2015;Tranquilidad, Batch 1
Criollo;Venezuela;1-1-2014 00:00:00;1;U.S.A.;Rogue;1;1209;3,75;2014;Porcelana
Trinitario;Madagascar;1-1-2013 00:00:00;1;U.S.A.;Rogue;1;1038;3,5;2013;Akessons Estate, Sambirano, 2013
;Dominican Republic;1-1-2013 00:00:00;1;U.S.A.;Rogue;1;1081;3,5;2013;Hispaniola, 2013
;Bolivia;1-1-2013 00:00:00;1;U.S.A.;Rogue;1;1081;4;2013;Silvestre, Batch 7, 2013
Trinitario;Jamaica;1-1-2013 00:00:00;1;U.S.A.;Rogue;1;1193;3,75;2013;Bachelor's Hall E., St. Thomas Parish
Nacional (Arriba);Ecuador;1-1-2012 00:00:00;1;U.S.A.;Rogue;1;979;3,75;2012;Camino Verde P., Balao, Guayas
Criollo;Bolivia;1-1-2011 00:00:00;1;U.S.A.;Rogue;1;793;3;2011;Silvestre, Batch 1, 2011
;Peru;1-1-2010 00:00:00;1;U.S.A.;Rogue;1;565;3,75;2010;Piura
Trinitario;Venezuela;1-1-2009 00:00:00;1;U.S.A.;Rogue;1;327;3,5;2009;Rio Caribe
;Dominican Republic;1-1-2008 00:00:00;1;U.S.A.;Rogue;1;213;2,75;2008;Hispaniola, 2008
Trinitario;Jamaica;1-1-2008 00:00:00;1;U.S.A.;Rogue;1;213;2,75;2008;Jamaica
Trinitario;Madagascar;1-1-2008 00:00:00;1;U.S.A.;Rogue;1;213;2,75;2008;Sambirano, 2008
Trinitario;Trinidad;1-1-2008 00:00:00;1;U.S.A.;Rogue;1;213;3;2008;Trinidad
;Venezuela;1-1-2012 00:00:00;1;Hungary;Rozsavolgyi;1;809;2,5;2012;Sur del Lago
Trinitario;Venezuela;1-1-2012 00:00:00;1;Hungary;Rozsavolgyi;1;871;2,25;2012;Rio Caribe Superior, Paria Penninsula
Trinitario;Madagascar;1-1-2012 00:00:00;1;Hungary;Rozsavolgyi;1;871;2,5;2012;Sambirano, Akesson Estate
Criollo;Venezuela;1-1-2011 00:00:00;1;Hungary;Rozsavolgyi;1;713;3,5;2011;Carenero Superior
;Venezuela;1-1-2011 00:00:00;1;Hungary;Rozsavolgyi;1;717;2,5;2011;Porcelana
;Venezuela;1-1-2011 00:00:00;1;Hungary;Rozsavolgyi;1;717;3,5;2011;Aragua, Trincheras
Forastero;Principe;1-1-2011 00:00:00;1;Hungary;Rozsavolgyi;1;765;2,75;2011;Principe
Trinitario;Madagascar;1-1-2010 00:00:00;1;Italy;S.A.I.D.;1;607;3,5;2010;Malgascio
;;1-1-2010 00:00:00;1;Italy;S.A.I.D.;1;615;1,5;2010;100 percent
;Dominican Republic;1-1-2010 00:00:00;1;Italy;S.A.I.D.;1;615;3;2010;Samana
;Carribean;1-1-2010 00:00:00;1;Italy;S.A.I.D.;1;615;3,5;2010;Arawak
;;1-1-2010 00:00:00;1;Italy;S.A.I.D.;1;615;3,5;2010;Latino
;Central and S. America;1-1-2012 00:00:00;1;U.S.A.;Sacred;1;813;2,75;2012;Midnight
;Central and S. America;1-1-2012 00:00:00;1;U.S.A.;Sacred;1;813;3,25;2012;Twilight
Forastero;Brazil;1-1-2008 00:00:00;1;Argentina;Salgado;1;288;3,5;2008;Bahia Superior
Forastero (Nacional);Ecuador;1-1-2008 00:00:00;1;Argentina;Salgado;1;288;3,5;2008;Esmeraldas
Trinitario;Venezuela;1-1-2008 00:00:00;1;Argentina;Salgado;1;288;3,5;2008;Carenero Superior
Forastero (Arriba) ASSS;Ecuador;1-1-2008 00:00:00;1;Argentina;Salgado;1;292;3,5;2008;Rio Arriba
Forastero (Nacional);Colombia;1-1-2009 00:00:00;1;Colombia;Santander (Compania Nacional);1;404;2,75;2009;Colombian 2008
Forastero (Nacional);Colombia;1-1-2009 00:00:00;1;Colombia;Santander (Compania Nacional);1;414;3;2009;Colombian w/ nibs
Forastero (Nacional);Colombia;1-1-2006 00:00:00;1;Colombia;Santander (Compania Nacional);1;32;2;2006;Colombian Semi Dark
Forastero (Nacional);Colombia;1-1-2006 00:00:00;1;Colombia;Santander (Compania Nacional);1;32;3;2006;Colombian
